Date;fer;vac;tourn;tempMoy;tempMax;tempMin;wind;rain;nbPlay;open;nbCov
29/10/2018;0;1;0;3,3;4,4;2,1;6,5;0;0;False;0
30/10/2018;0;1;0;5,6;10,8;2;9,1;1;0;True;43
31/10/2018;0;1;0;6,5;10;2,5;3,4;1;0;True;59
01/11/2018;1;1;0;9,5;11,3;7,8;5,8;1;0;True;123
02/11/2018;0;1;0;7,7;15,6;2,6;3,9;0;0;True;100
03/11/2018;0;1;0;5,1;13,6;0,3;2,6;0;0;True;129
04/11/2018;0;1;0;6,9;11,8;3,2;4;0;49;True;152
05/11/2018;0;0;0;12,5;20,5;7,9;4,2;0;0;False;0
06/11/2018;0;0;0;13,7;20,2;10,1;6,9;0;0;True;142
07/11/2018;0;0;0;10,2;12,5;8,4;9,7;1;29;True;68
08/11/2018;0;0;0;8,6;14,3;5,5;5,4;0;56;True;142
09/11/2018;0;0;0;9,5;17,5;5,6;7;0;37;True;132
10/11/2018;0;0;0;10,7;12,3;9,3;9,6;1;31;True;115
11/11/2018;0;0;0;10,8;11,9;10;7,9;1;30;True;158
12/11/2018;0;0;0;10,1;14,9;8,9;4,1;1;0;False;0
13/11/2018;0;0;0;10,6;16,1;8,2;6,2;0;0;True;149
14/11/2018;0;0;0;9,1;14,5;4,9;3,1;0;18;True;107
15/11/2018;0;0;0;8,3;9,5;6,8;4;1;15;True;93
16/11/2018;0;0;0;7,4;8,7;5,7;3,2;0;51;True;83
17/11/2018;0;0;0;5,5;9,9;2,4;4,5;0;74;True;169
18/11/2018;0;0;0;4,2;9,1;0,6;4,6;0;0;True;255
19/11/2018;0;0;0;2,3;5,7;-2,5;5,6;0;0;False;0
20/11/2018;0;0;0;1,5;3,5;0;5,7;1;0;True;40
21/11/2018;0;0;0;1,3;5,9;-2,1;3,1;0;15;True;109
22/11/2018;0;0;0;2,2;4,3;0,1;3,6;0;0;True;60
23/11/2018;0;0;0;4,3;6,4;2,1;3,3;1;0;True;35
24/11/2018;0;0;0;6,6;7,9;5;5,2;1;70;True;133
25/11/2018;0;0;0;6,2;7,4;4,2;4,9;1;18;True;114
26/11/2018;0;0;0;4,4;6,4;3,5;3,8;1;0;False;0
27/11/2018;0;0;0;5,7;9;2,6;6,2;1;0;True;111
28/11/2018;0;0;0;9,4;11,2;6,3;7,6;1;16;True;86
29/11/2018;0;0;0;10,9;13,8;9,5;8,6;0;0;True;100
30/11/2018;0;0;0;9,6;13,6;6,5;8;0;0;True;118
01/12/2018;0;0;0;7,4;10,5;4,9;11,9;1;20;True;96
02/12/2018;0;0;0;13,1;15,9;10,1;7,2;1;113;True;201
03/12/2018;0;0;0;12,6;14,1;10,4;10,6;1;0;False;0
04/12/2018;0;0;0;9,5;13,4;7,5;6,2;1;10;True;128
05/12/2018;0;0;0;9,3;11,7;7,3;6,5;1;0;True;93
06/12/2018;0;0;0;11,5;12,8;9,7;6;1;0;True;70
07/12/2018;0;0;0;9,7;11,5;5,8;10,8;1;10;True;44
08/12/2018;0;0;0;8,3;11,5;5,4;10,4;1;14;True;151
09/12/2018;0;0;0;8,8;11;7,2;11,7;1;25;True;151
10/12/2018;0;0;0;7,4;11,9;5,4;5,8;0;0;False;0
11/12/2018;0;0;0;5,4;13,9;1,7;2;0;0;True;112
12/12/2018;0;0;0;2;6,2;-1,7;3,9;0;54;True;112
13/12/2018;0;0;0;0,8;4,1;-0,7;6,5;0;0;True;78
14/12/2018;0;0;0;-1,1;2,4;-4;4,2;0;0;True;77
15/12/2018;0;0;0;-1;0,5;-3,6;6,9;1;48;True;88
16/12/2018;0;0;0;4,1;7;0,4;6,4;1;12;True;166
17/12/2018;0;0;0;6,1;9;4;6,2;1;0;False;0
18/12/2018;0;0;0;6,2;8,5;3,4;8,8;0;0;True;114
19/12/2018;0;0;0;7,9;10,6;6,2;9,3;1;0;True;59
20/12/2018;0;0;0;7,4;10,5;5,6;7,1;0;0;True;90
21/12/2018;0;0;0;11,5;14,6;7,6;10,4;1;54;True;31
22/12/2018;0;1;0;10,9;12,9;8,4;8,2;0;0;True;86
23/12/2018;0;1;0;10,5;13,2;7,6;9,1;1;0;True;79
24/12/2018;0;1;0;8,6;12,6;5,3;8,3;1;0;False;0
25/12/2018;1;1;0;2,9;9,9;-0,6;3,4;1;0;False;0
26/12/2018;0;1;0;0,5;4,8;-2,6;3,4;0;0;True;49
27/12/2018;0;1;0;-1,3;0,1;-2,1;2,8;0;0;True;49
28/12/2018;0;1;0;-1,1;0,2;-1,9;3,1;0;0;True;36
29/12/2018;0;1;0;3,5;6,9;-0,1;4,6;0;0;True;41
30/12/2018;0;1;0;7,7;9,2;6,6;4,5;0;0;True;49
31/12/2018;0;1;0;7,7;8,5;7;3,6;1;0;False;0
01/01/2019;1;1;0;6,9;7,8;6,2;4,8;0;0;True;69
02/01/2019;0;1;0;5;7,2;3,5;4,6;0;0;True;38
03/01/2019;0;1;0;3,9;6;1,9;4,2;0;0;True;50
04/01/2019;0;1;0;2,7;4,9;0,5;3,7;0;0;True;50
05/01/2019;0;1;0;3,5;4,5;2,6;4,7;0;0;True;99
06/01/2019;0;1;0;3,9;5,3;2,7;3,7;0;0;True;145
07/01/2019;0;0;0;5,6;7,3;4,2;6,2;0;0;False;0
08/01/2019;0;0;0;7,3;9,5;5,1;7,8;0;0;True;88
09/01/2019;0;0;0;3,9;6,5;1,4;6,5;0;0;True;85
10/01/2019;0;0;0;1,5;4,2;-1,7;4;0;0;True;94
11/01/2019;0;0;0;4,3;6,7;2,1;3,3;1;0;True;59
12/01/2019;0;0;0;6,4;8,2;5,1;7,9;1;0;True;138
13/01/2019;0;0;0;9,1;10,8;7,4;9,5;0;0;True;218
14/01/2019;0;0;0;7,8;9,6;5,7;6,9;0;0;False;0
15/01/2019;0;0;0;6,2;7,3;5,2;5,5;0;0;True;106
16/01/2019;0;0;0;4,3;8,2;0,8;6,2;1;0;True;99
17/01/2019;0;0;0;4,4;9,2;0,6;9,4;1;0;True;83
18/01/2019;0;0;0;1,3;7,6;-2;4,2;0;0;True;105
19/01/2019;0;0;0;-0,8;1,3;-2,8;4;0;0;True;123
20/01/2019;0;0;0;1,6;2,1;0,6;3,8;1;0;True;172
21/01/2019;0;0;0;-1,2;8,7;-4,9;2,6;0;0;False;0
22/01/2019;0;0;0;-1,1;1,6;-3,1;6,7;1;0;True;29
23/01/2019;0;0;0;0,1;1,3;-2,6;5,3;0;0;True;26
24/01/2019;0;0;0;-0,6;4;-3,9;3,2;1;0;True;54
25/01/2019;0;0;0;2,2;6;0,4;3,5;1;0;True;58
26/01/2019;0;0;0;7,2;8,4;5,6;6,5;1;0;True;126
27/01/2019;0;0;0;5,5;7,5;2,8;10,5;1;0;True;156
28/01/2019;0;0;0;3,2;8;0,9;7,6;0;0;False;0
29/01/2019;0;0;0;0,9;4,3;-1,5;7,9;1;0;True;82
30/01/2019;0;0;0;0,9;5,5;-0,6;5,8;1;0;True;45
31/01/2019;0;0;0;-0,4;2,5;-2,3;6,7;1;0;True;92
01/02/2019;0;0;0;4,2;8,7;1,7;5,2;1;0;True;58
02/02/2019;0;0;0;2,9;4,4;2;9,8;1;0;True;118
03/02/2019;0;0;0;2,5;7,9;-1;6,9;0;0;True;232
04/02/2019;0;0;0;1,3;3;-0,6;8,5;1;0;False;0
05/02/2019;0;0;0;3,5;11,1;2;6,4;0;0;True;89
06/02/2019;0;0;0;6,3;9,5;3;6,1;1;0;True;77
07/02/2019;0;0;0;8,1;11,3;4,8;8,2;1;0;True;131
08/02/2019;0;0;0;7,4;9;5,2;11,2;1;0;True;57
09/02/2019;0;0;0;8,6;11,8;6,5;10,8;1;0;True;141
10/02/2019;0;0;0;7,4;10,1;3,9;14,2;1;0;True;163
11/02/2019;0;0;0;4,9;9,6;2,4;7,2;0;0;False;0
12/02/2019;0;0;0;4;12,2;0,4;2,9;0;0;True;104
13/02/2019;0;0;0;3,6;9,5;-1;4,2;0;0;True;97
14/02/2019;0;0;0;5,9;14,3;-0,3;3,3;0;210;True;112
15/02/2019;0;0;0;8,1;17;2,7;3;0;16;True;111
16/02/2019;0;0;0;10,1;18,8;4,7;4,2;0;20;True;193
17/02/2019;0;0;0;10,5;16,8;4,4;6,6;0;0;True;259
18/02/2019;0;0;0;10;16,5;4,3;6,5;0;0;False;0
19/02/2019;0;0;0;7,2;13,9;3,9;4,4;0;40;True;187
20/02/2019;0;0;0;7;16,9;1,2;4,4;0;0;True;110
21/02/2019;0;0;0;9,9;20,6;4,5;3,6;0;0;True;113
22/02/2019;0;0;0;9,9;19,6;3,6;3,4;0;0;True;90
23/02/2019;0;1;0;10,6;17,6;5,4;4,3;0;0;True;158
24/02/2019;0;1;0;8,9;17,3;1,6;4;0;0;True;224
25/02/2019;0;1;0;10;20,9;2,2;4,3;0;0;False;0
26/02/2019;0;1;0;11,5;20,9;4,2;4,2;0;0;True;122
27/02/2019;0;1;0;13,3;29;5,4;3,3;0;0;True;128
28/02/2019;0;1;0;11,3;15,9;8,3;8,8;1;0;True;75
01/03/2019;0;1;0;9,2;13,1;7,5;8;1;0;True;41
02/03/2019;0;1;0;9,3;13,8;6,7;6,5;1;0;True;71
03/03/2019;0;1;0;11,1;13,9;8,8;10,6;0;0;True;67
04/03/2019;0;1;0;8,5;11,5;5,2;14,3;1;0;False;0
05/03/2019;0;1;0;7,2;12,6;3,7;6,5;1;0;True;71
06/03/2019;0;1;0;9,1;11;7,2;7,6;1;0;True;31
07/03/2019;0;1;0;8,5;12,6;6;10,6;1;0;True;84
08/03/2019;0;1;0;8;13,6;3,6;8,3;1;0;True;81
09/03/2019;0;1;0;10,4;14,5;6,9;9,2;1;91;True;126
10/03/2019;0;1;0;10,6;13,8;5,7;13,6;1;52;True;148
11/03/2019;0;0;0;5,8;10,1;2;10,8;1;0;False;0
12/03/2019;0;0;0;6,8;12,2;3,2;11,2;1;0;True;100
13/03/2019;0;0;0;6,3;10,5;3,1;10,4;1;14;True;96
14/03/2019;0;0;1;7,7;11;5,3;11,7;1;13;True;45
15/03/2019;0;0;1;11,3;13,2;9,5;9,9;1;26;True;75
16/03/2019;0;0;1;12,02;14,54;9,5;11,2;0;100;True;184
17/03/2019;0;0;1;6,895;10,05;3,74;10,5;1;32;True;155
18/03/2019;0;0;0;7,15;10,62;3,68;6,2;0;0;False;0
19/03/2019;0;0;0;6,94;12,7;1,18;3,6;0;42;True;135
20/03/2019;0;0;0;8,195;13,68;2,71;4,9;0;18;True;113
21/03/2019;0;0;0;10,32;16,01;4,63;4,7;0;0;True;158
22/03/2019;0;0;0;11,325;18,11;4,54;3,5;0;2;True;145
23/03/2019;0;0;0;9,205;13,45;4,96;4,5;0;76;True;196
24/03/2019;0;0;0;9,115;12,34;5,89;4,9;0;98;True;223
25/03/2019;0;0;0;7,3;11,73;2,87;8;0;0;False;0
26/03/2019;0;0;0;8,97;12,6;5,34;5,2;0;123;True;170
27/03/2019;0;0;0;7,795;12,76;2,83;5,4;0;14;True;129
28/03/2019;0;0;0;9,25;13,68;4,82;5,1;0;0;True;128
29/03/2019;0;0;0;11,31;17,76;4,86;5,5;1;0;True;129
30/03/2019;0;0;0;12,135;19,75;4,52;5,2;0;105;True;200
31/03/2019;0;0;0;12,68;20,03;5,33;5,6;0;94;True;261
01/04/2019;0;0;0;14,035;20,6;7,47;4,6;0;0;False;0
02/04/2019;0;0;0;11,82;16,68;6,96;8;1;0;True;96
03/04/2019;0;0;0;6,92;9,59;4,25;7,5;1;48;True;112
04/04/2019;0;0;0;6,53;11,75;1,31;6,4;0;24;True;87
05/04/2019;0;0;0;7,8;12,92;2,68;6,1;0;44;True;132
06/04/2019;0;0;0;10,71;16,65;4,77;5,9;0;66;True;149
07/04/2019;0;0;0;11,675;15,18;8,17;5,3;0;35;True;260
08/04/2019;0;0;0;10,8;16,27;5,33;4,4;1;0;False;0
09/04/2019;0;0;0;10,3;15,3;6,6;4;0;48;True;131
10/04/2019;0;0;0;9,8;11,4;7,1;5,7;1;19;True;111
11/04/2019;0;0;1;7,7;14,6;0,9;6,2;0;0;True;118
12/04/2019;0;0;1;6,2;12,4;0;6;0;21;True;71
13/04/2019;0;0;1;5;11,3;-1,4;5,2;0;96;True;176
14/04/2019;0;0;1;4,6;12,4;-2,4;4,7;0;90;True;191
15/04/2019;0;0;0;9;16,2;0,3;7,9;0;0;False;0
16/04/2019;0;0;0;10,4;13,7;7,5;4,6;0;0;True;146
17/04/2019;0;0;0;12,4;19,7;5,2;4,6;0;0;True;185
18/04/2019;0;0;0;16,1;23,2;8,8;5,6;0;0;True;213
19/04/2019;0;0;0;16,9;25,9;7,9;4,6;0;12;True;185
20/04/2019;0;1;0;18,2;26,6;9,5;5,4;1;0;True;206
21/04/2019;0;1;0;17,4;25,3;9,1;4,2;0;0;True;180
22/04/2019;1;1;0;18,2;25,1;11,5;3,7;0;0;False;0
23/04/2019;0;1;0;15,8;21,5;10,1;3,9;0;0;True;167
24/04/2019;0;1;0;13,3;17,3;7,6;8,1;1;5;True;67
25/04/2019;0;1;0;11;16,6;8,1;7,7;1;0;True;91
26/04/2019;0;1;0;11,4;18,2;5,7;6,5;0;8;True;80
27/04/2019;0;1;0;9,2;14;5,9;11,2;1;0;True;85
28/04/2019;0;1;0;8;12,4;5,1;7;1;0;True;97
29/04/2019;0;1;0;10,7;18,4;4,4;3,6;0;0;False;0
30/04/2019;0;1;0;10,7;19,4;5;5,6;0;0;True;90
01/05/2019;1;1;0;11,1;20,5;4,8;3,9;0;0;True;212
02/05/2019;0;1;0;10,9;15,3;7,8;5,2;1;0;True;36
03/05/2019;0;1;0;10,1;19,6;6,2;3,6;1;26;True;90
04/05/2019;0;1;0;6;11;2,4;7,4;1;23;True;47
05/05/2019;0;1;0;6,7;13,6;1,6;5,7;0;47;True;152
06/05/2019;0;0;0;8;16,8;0,5;3,9;0;0;False;0
07/05/2019;0;0;0;10,7;18,6;3,5;4,9;0;0;True;134
08/05/2019;1;0;0;11;16,4;8;7,7;1;79;True;156
09/05/2019;0;0;0;11;15,1;8,5;7,2;1;35;True;58
10/05/2019;0;0;0;11,8;18;7,5;4,9;1;46;True;95
11/05/2019;0;0;0;11,3;18;8,5;8,2;1;0;True;73
12/05/2019;0;0;0;10,4;17,7;4,1;6,1;1;88;True;264
13/05/2019;0;0;0;12;19,2;4,6;6,2;0;166;True;57
14/05/2019;0;0;0;13,4;20,8;6;5,7;0;0;True;128
15/05/2019;0;0;0;13,7;20,8;5,9;5,9;0;27;True;99
16/05/2019;0;0;1;13,2;20,1;4,5;5,5;0;60;True;104
17/05/2019;0;0;1;13,3;20,8;6,2;3,3;0;66;True;154
18/05/2019;0;0;1;13,7;19,3;11,1;3,8;1;78;True;109
19/05/2019;0;0;1;13;18,9;9,8;4,3;1;53;True;199
20/05/2019;0;0;0;13,7;18,7;9,9;5,2;1;0;False;0
21/05/2019;0;0;0;14,5;21,6;9,1;4,9;1;1;True;114
22/05/2019;0;0;0;15,8;23,8;8,4;3,2;0;12;True;82
23/05/2019;0;0;0;17,4;26,3;8;3,9;0;56;True;126
24/05/2019;0;0;0;17,3;25,3;12,4;4,9;0;0;True;144
25/05/2019;0;0;0;16,2;23;9,5;5,2;1;92;True;118
26/05/2019;0;0;0;14,8;20,8;11,2;5,2;0;32;True;238
27/05/2019;0;0;0;15,8;21,6;12,5;5,2;0;0;False;0
28/05/2019;0;0;0;12,8;18,3;8,8;6,8;0;0;True;99
29/05/2019;0;0;0;13,9;21,2;7,3;5,1;0;13;True;95
30/05/2019;1;0;0;16,3;21,5;12,3;5,2;0;0;True;207
31/05/2019;0;0;0;18,8;27,8;10,6;3,6;1;280;True;163
01/06/2019;0;0;0;21,3;30;13,1;4;0;4;True;225
02/06/2019;0;0;0;24,4;32,4;16,5;7,3;0;0;True;206
03/06/2019;0;0;0;18,1;23,7;15,2;5,7;0;100;False;0
04/06/2019;0;0;0;20,5;26,6;17,1;4,2;0;0;True;95
05/06/2019;0;0;0;17,7;21,9;14,9;4,3;1;100;True;89
06/06/2019;0;0;0;17;23,1;13,2;4,6;1;28;True;77
07/06/2019;0;0;0;19,7;26,1;16,3;4,7;0;62;True;65
08/06/2019;0;0;0;19,9;26,8;15,2;3,9;0;65;True;144
09/06/2019;0;0;0;18,9;25,8;15;3,7;0;90;True;141
10/06/2019;1;0;0;19,4;25,8;14,9;3,6;0;136;True;190
11/06/2019;0;0;0;18,3;22,3;16,4;3,2;1;0;False;0
12/06/2019;0;0;0;16,5;20,3;14,4;5,9;1;20;True;101
13/06/2019;0;0;0;13,9;20,4;9,4;5,3;0;12;True;113
14/06/2019;0;0;0;15,5;21,4;10,6;6,2;0;32;True;138
15/06/2019;0;0;0;17,7;25,3;12;4,6;0;0;True;207
16/06/2019;0;0;0;16,8;22,7;12,5;5,2;0;93;True;247
17/06/2019;0;0;0;16,4;21,1;12,4;5,7;0;0;False;0
18/06/2019;0;0;0;18,3;24,2;15,2;5,6;0;0;True;132
19/06/2019;0;0;0;19;26,5;15,6;5,5;0;22;True;89
20/06/2019;0;0;0;21,2;29,1;14,4;3,3;0;0;True;127
21/06/2019;0;0;0;17,2;21;12,4;6,5;0;27;True;178
22/06/2019;0;0;0;14,9;22,8;7;5,6;0;164;True;60
23/06/2019;0;0;0;15,6;23,3;7,7;5,2;0;0;True;199
24/06/2019;0;0;0;17,4;23,5;11,1;4,6;0;0;False;0
25/06/2019;0;0;0;18,4;25,3;11,7;6,5;0;0;True;123
26/06/2019;0;0;0;20,5;27,1;12,4;5,9;0;106;True;87
27/06/2019;0;0;0;17,6;25,1;12,5;3,1;0;0;True;134
28/06/2019;0;0;0;25,355;32,03;18,68;10,4;0;0;True;116
29/06/2019;0;0;0;26,905;35,22;18,59;10,01;0;0;True;110
30/06/2019;0;0;0;22,685;26,44;18,93;11,09;0;0;True;191
01/07/2019;0;0;0;19,745;23,97;15,52;10,66;0;0;True;80
02/07/2019;0;0;0;18,05;24,76;11,34;10,75;0;0;True;228
03/07/2019;0;0;0;19,635;25,04;14,23;12,89;0;0;True;114
04/07/2019;0;0;0;20,555;27,36;13,75;12,32;0;0;True;125
05/07/2019;0;0;0;22,655;30,99;14,32;6,05;0;0;True;164
06/07/2019;0;0;0;24,19;31,57;16,81;5,94;0;0;True;208
07/07/2019;0;1;0;20,61;26,22;15;12,51;0;0;True;144
08/07/2019;0;1;0;19,075;23,19;14,96;11,64;0;0;True;120
09/07/2019;0;1;0;18,205;24,36;12,05;11,42;0;0;True;100
10/07/2019;0;1;0;20,47;26,91;14,03;8,18;0;0;True;130
11/07/2019;0;1;0;23,7;28,75;18,65;9,11;0;0;True;144
12/07/2019;0;1;0;20,565;26,04;15,09;10,74;0;0;True;170
13/07/2019;0;1;0;19,875;25,44;14,31;11,53;0;0;True;101
14/07/2019;1;1;0;17,565;21,55;13,58;13,13;0;0;True;191
15/07/2019;0;1;0;18,165;24,13;12,2;11,67;0;0;False;0
16/07/2019;0;1;0;19,085;26,7;11,47;8,32;0;0;True;90
17/07/2019;0;1;0;21,31;28,42;14,2;10,1;0;0;True;54
18/07/2019;0;1;0;20,775;26,25;15,3;13,22;0;0;True;171
19/07/2019;0;1;1;22,415;28,28;16,55;10,04;0;0;True;157
20/07/2019;0;1;1;22,025;26,33;17,72;16,51;0;0;True;126
21/07/2019;0;1;1;21,605;27,71;15,5;7,29;0;0;True;152
22/07/2019;0;1;1;23,85;31,9;15,8;6,01;0;0;False;0
23/07/2019;0;1;0;27,57;36,59;18,55;9;0;0;True;158
24/07/2019;0;1;0;30,665;38,51;22,82;9,43;0;0;True;289
25/07/2019;0;1;0;32,56;41,55;23,57;13,81;0;0;True;246
26/07/2019;0;1;0;26,03;30,7;21,36;10,95;1;0;True;463
27/07/2019;0;1;0;19,26;22,38;16,14;13,16;1;0;True;538
28/07/2019;0;1;0;19,44;24,25;14,63;9,68;0;0;True;345
29/07/2019;0;1;0;20,575;28,52;12,63;9,1;0;0;True;262
30/07/2019;0;1;0;20,55;24,2;16,9;15,48;0;0;True;166
31/07/2019;0;1;0;19,12;23,44;14,8;13,01;0;0;True;140
01/08/2019;0;1;0;20,555;26,07;15,04;6,67;0;0;True;73
02/08/2019;0;1;0;21,955;27,33;16,58;7,21;0;0;True;37
03/08/2019;0;1;0;20,105;24,69;15,52;7,15;0;0;True;45
04/08/2019;0;1;0;23,19;30,76;15,62;9,19;0;0;True;54
05/08/2019;0;1;0;21,515;26,54;16,49;10,88;0;0;False;0
06/08/2019;0;1;0;20,675;22,69;18,66;7,22;1;0;True;43
07/08/2019;0;1;0;21,045;25,53;16,56;7,47;0;0;True;37
08/08/2019;0;1;0;22,025;28,87;15,18;10,83;0;0;True;29
09/08/2019;0;1;0;22,82;25,22;20,42;18,63;1;0;True;13
10/08/2019;0;1;0;21,48;25,04;17,92;18,19;0;0;True;34
11/08/2019;0;1;0;18,005;22,08;13,93;13,03;0;0;True;36
12/08/2019;0;1;0;16,975;20,74;13,21;10,53;1;0;False;0
13/08/2019;0;1;0;15,285;20,02;10,55;10,57;0;0;True;52
14/08/2019;0;1;0;18,46;24,79;12,13;12,3;0;0;True;23
15/08/2019;1;1;0;19,975;23,29;16,66;12,83;0;0;True;16
16/08/2019;0;1;0;18,415;24,79;12,04;12,31;0;0;True;38
17/08/2019;0;1;0;18,7;20,16;17,24;13,07;1;0;True;15
18/08/2019;0;1;0;19,175;22,17;16,18;13,9;1;0;True;8
19/08/2019;0;1;0;17,98;22,88;13,08;13,3;0;0;False;0
20/08/2019;0;1;0;17,92;22,28;13,56;8,55;0;0;True;40
21/08/2019;0;1;0;17,13;23,42;10,84;11,07;0;0;True;39
22/08/2019;0;1;1;18,95;26,05;11,85;5,25;0;0;True;54
23/08/2019;0;1;1;20,935;28,09;13,78;7,63;0;0;True;36
24/08/2019;0;1;1;22,485;30,56;14,41;5,64;0;0;True;53
25/08/2019;0;1;1;24,055;31,95;16,16;5,13;0;0;True;74
26/08/2019;0;1;0;24,725;32,6;16,85;7,48;0;0;False;0
27/08/2019;0;1;0;25,53;32,38;18,68;13,27;0;0;True;47
28/08/2019;0;1;0;23,555;28,67;18,44;11,32;0;0;True;81
29/08/2019;0;1;0;20,835;24,15;17,52;5,12;0;0;True;102
30/08/2019;0;1;0;19,275;26,74;11,81;7,62;0;0;True;101
31/08/2019;0;1;0;23,11;30,47;15,75;11,73;0;127;True;235
01/09/2019;0;1;0;18,4;22,36;14,44;8,79;0;55;True;172
02/09/2019;0;0;0;16,14;22,53;9,75;9,06;0;0;False;380
03/09/2019;0;0;0;16,695;23,48;9,91;9,46;0;0;True;0
04/09/2019;0;0;0;17,61;24,29;10,93;12,91;0;56;True;144
05/09/2019;0;0;0;14,705;18,65;10,76;9,16;0;10;True;106
06/09/2019;0;0;0;13,955;21,66;6,25;9,92;0;0;True;94
07/09/2019;0;0;0;16,145;19,51;12,78;11,39;0;168;True;323
08/09/2019;0;0;0;13,865;18,64;9,09;8,22;0;30;True;207
09/09/2019;0;0;0;13,195;19,54;6,85;12,71;0;0;False;70
10/09/2019;0;0;0;15,925;22,69;9,16;10,65;0;0;True;95
11/09/2019;0;0;0;17,77;23,95;11,59;13,36;0;0;True;74
12/09/2019;0;0;0;19,815;23,69;15,94;7,33;0;28;True;93
13/09/2019;0;0;0;18,855;23,51;14,2;6,18;0;0;True;68
14/09/2019;0;0;0;19,38;25,92;12,84;10,92;0;30;True;236
15/09/2019;0;0;0;19,755;27,35;12,16;11,15;0;20;True;269
16/09/2019;0;0;0;19,455;26,94;11,97;5,66;0;0;False;0
17/09/2019;0;0;0;18,66;22,44;14,88;11,05;0;0;True;135
18/09/2019;0;0;0;15,225;20,93;9,52;15,48;0;0;True;113
19/09/2019;0;0;0;14,685;19,89;9,48;10,6;0;0;True;113
20/09/2019;0;0;0;16,805;23,9;9,71;11,19;0;43;True;103
21/09/2019;0;0;0;19,38;27,83;10,93;10,59;0;52;True;264
22/09/2019;0;0;0;18,615;21,42;15,81;12,39;1;76;True;218
23/09/2019;0;0;0;17,46;21,63;13,29;11,58;0;0;False;167
24/09/2019;0;0;0;17,115;19,87;14,36;14,27;1;0;True;92
25/09/2019;0;0;0;16,215;19,09;13,34;11,3;1;0;True;89
26/09/2019;0;0;0;18,145;20,94;15,35;15,36;1;16;True;197
27/09/2019;0;0;0;16,815;20,55;13,08;13,13;1;0;True;144
28/09/2019;0;0;0;16,57;20,1;13,04;13,05;0;72;True;160
29/09/2019;0;0;0;16,765;20,46;13,07;16,44;0;21;True;128
30/09/2019;0;0;0;15,2;19,11;11,29;12,43;0;0;False;76